"id","name","category","latitude","longitude","created_at","updated_at"
"7d1eac14-d223-4a33-baf1-bc10ccaed5cb","pitch","Fasilitas Olahraga",-7.3858638,112.7684999,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"36a24fc0-b6d3-4e85-8f46-67b561c298bf","pitch","Fasilitas Olahraga",-7.3859459,112.7683342,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"953fe134-834e-46af-b183-24fdf9ed69a7","pitch","Fasilitas Olahraga",-7.5423451,112.7363378,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"22e5a9db-1b73-4fea-9651-85218c84a926","Lapangan Jumputrejo","Fasilitas Olahraga",-7.4103464,112.6972486,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"10c8ef48-fab1-4f01-8d42-46b75335b1e3","Skate Park TPI","Fasilitas Olahraga",-7.4519693,112.7050718,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"f78973a7-8eac-40d6-b4c0-9dcd2e158395","Lapangan Bola Sugihwaras","Fasilitas Olahraga",-7.4786166,112.7046323,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"648373ca-8d30-483e-ae3d-2e28fb534583","pitch","Fasilitas Olahraga",-7.3536465,112.8087824,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"0c0d5946-a528-49f8-8bff-f3dd82185a65","pitch","Fasilitas Olahraga",-7.3786678,112.7306042,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"caf90f8e-97af-4657-a014-6b30a6d5827a","pitch","Fasilitas Olahraga",-7.3788381,112.7297808,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"a06180f4-bd1b-4c58-9b7f-69078b0317d6","pitch","Fasilitas Olahraga",-7.3782901,112.7300229,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"aec2f6ff-fbb8-4ce5-9377-cd85fdbeee31","pitch","Fasilitas Olahraga",-7.3782915,112.7298673,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"40de194d-3a68-4d47-9a3d-0a301b35c421","pitch","Fasilitas Olahraga",-7.3475257,112.7190242,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"358f0b26-29e0-41ca-80e8-9dc93a16ace4","Lapangan Bola Desa Sawocangkring","Fasilitas Olahraga",-7.4152304,112.6530427,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"b2ff6877-204a-48f7-a016-62d26cc417e7","Lapangan Bola Dusun Lumbang","Fasilitas Olahraga",-7.4203744,112.6486615,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"18169129-84e1-4b24-83b7-9dcef12e83c6","Lapangan Voli RT 17","Fasilitas Olahraga",-7.4220181,112.648841,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"e3ee1712-f99f-4f92-8139-fc6a446efc55","Lapangan Bola Voli Dusun Sawo","Fasilitas Olahraga",-7.4171507,112.6494168,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"5025de0e-fa49-4952-b18e-712396fad73a","pitch","Fasilitas Olahraga",-7.4526308,112.7395656,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"422af3c8-fbe7-4202-8bbe-7c5f500ecdd8","pitch","Fasilitas Olahraga",-7.4746445,112.7219696,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"27dbc55f-d680-4d40-8e84-4534b49be656","Tebel Soccer Field","Fasilitas Olahraga",-7.4053742,112.7323541,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"57cf4dad-7ed1-4910-bed0-6c555440cf35","pitch","Fasilitas Olahraga",-7.3536735,112.808509,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"cf65b920-a0e8-4ce0-a3c2-9b7d423de898","Lapangan Bola Desa Becirongengor","Fasilitas Olahraga",-7.4134635,112.6431153,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"4959f255-5960-47cc-a0dd-3434181a8bb5","pitch","Fasilitas Olahraga",-7.46296,112.7319605,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"4e8fd228-9386-4985-891f-ad9b333aa271","pitch","Fasilitas Olahraga",-7.4726002,112.7212819,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"9d93fe43-0198-476a-b697-742047182aac","pitch","Fasilitas Olahraga",-7.4720992,112.7287465,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"96e41e09-f475-4eba-a000-cc2e437acea4","pitch","Fasilitas Olahraga",-7.4647527,112.7273411,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"022ff911-cb22-423e-9fe4-662bab33b206","pitch","Fasilitas Olahraga",-7.4300224,112.5933859,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"34aad4b0-98d3-4204-925d-49bcd8e3d529","pitch","Fasilitas Olahraga",-7.4440331,112.6714468,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"6bc6d3a3-072e-460e-beec-2a7a41e17ec4","pitch","Fasilitas Olahraga",-7.4401544,112.6595751,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"38c4684d-e789-4608-a99e-728363510198","pitch","Fasilitas Olahraga",-7.397139,112.8142246,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"08ec7454-0718-4e60-bf47-6ab49cd1970f","pitch","Fasilitas Olahraga",-7.4064866,112.7052353,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"66391293-369d-4149-8b7b-39f139fec248","pitch","Fasilitas Olahraga",-7.4151376,112.7180348,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"ac601329-687d-48cd-81d1-18d794bb998a","pitch","Fasilitas Olahraga",-7.4158236,112.7169258,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"d8302ae3-5a23-421c-8713-67c46f258514","pitch","Fasilitas Olahraga",-7.4213458,112.70611,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"f887d2d9-2ce1-49bc-9cfc-88d3e7ad104d","pitch","Fasilitas Olahraga",-7.4335738,112.7026197,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"b26f61af-5e1f-4030-a090-6401cd102c19","pitch","Fasilitas Olahraga",-7.443694,112.6952595,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"86d1e574-8bf7-48ed-86dd-1b6b427d9e63","pitch","Fasilitas Olahraga",-7.3775123,112.6539427,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"3151c63a-beca-40fc-812e-717aa410a343","pitch","Fasilitas Olahraga",-7.4483496,112.7080872,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"5389e05e-af8d-42f9-b99e-d39ec9310f12","pitch","Fasilitas Olahraga",-7.4480321,112.708189,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
"ce0334cd-e98c-4b9c-8fe5-712eb57df9ee","pitch","Fasilitas Olahraga",-7.4479532,112.7079345,"2026-07-30 15:22:03.477073","2026-07-30 15:22:03.477073"
